fecha,salmuera_tm,k_pp_%,li_pp_%,uf_k_tm,uf_li_tm,fosa,fase_1,fase_2,fase_3,fase_4,fase_5,fase_6,total_f_p
2025-11-28,41912.0,1.47,0.08,615.0,34.0,6.0,6.0,4.0,6.0,,,7.0,29.0
